Order ID,Bill Number,Date Time,Type,Customer Name,Customer Phone,Table,Payment Method,Subtotal,Tax,Discount,Total Amount,Status,Items Summary
"e87dd1cd-2265-415b-97fd-412646d2fbb0","100262","2026-09-05T14:20:40.271Z","dine-in","Walk-in Guest","","","upi","799","40","0","839","completed","Item (1)"
"a9d6ace1-a52a-4650-80e3-ab90b0949573","100261","2026-09-05T14:15:56.917Z","dine-in","Walk-in Guest","","","card","1413","71","0","1484","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (2) | Item (1) | Item (1)"
"5bc39e36-d6f1-4b9d-a50f-f6f21769ec10","100260","2026-09-05T14:01:03.703Z","dine-in","Walk-in Guest","","","upi","658","33","0","691","completed","Item (1) | Item (1) | Item (1)"
"97293691-9736-4caf-9525-d062b0895ea7","100259","2026-09-05T13:56:54.333Z","dine-in","Walk-in Guest","","","upi","637","32","0","669","completed","Item (1) | Item (1) | Item (2)"
"4f6b7842-efb4-4adc-b7b2-9a206363597d","100258","2026-09-05T13:51:09.381Z","dine-in","Walk-in Guest","","","upi","399","20","400","419","completed","Item (1)"
"5a7db524-1aa5-41b5-9914-7c48b0620f40","100257","2026-09-05T13:48:51.580Z","dine-in","Walk-in Guest","","","card","749","37","0","786","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"22396ad5-60eb-4552-a9f7-9f3b7e085bb1","100256","2026-09-05T13:47:40.537Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (1)"
"109713b6-b13f-4a33-aff6-65c079619a9c","100255","2026-09-05T13:40:57.735Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"79af672b-0fc1-49bd-a209-681543123522","100254","2026-09-05T13:33:37.885Z","dine-in","Walk-in Guest","","","upi","439","22","0","461","completed","Item (1) | Item (1) | Item (1) | Item (2) | Item (1)"
"85bf77ca-380a-4aad-9ffa-95fa7b29cc97","100253","2026-09-05T13:28:53.339Z","dine-in","Walk-in Guest","","","cash","199","10","0","209","completed","Item (1)"
"775b16d8-ea7d-4550-8043-ac902684d950","100252","2026-09-05T13:11:43.525Z","dine-in","Walk-in Guest","","","upi","418","21","0","439","completed","Item (1) | Item (1) | Item (1)"
"f7cde0e2-24ca-43b7-8617-09c7f2950e8a","100251","2026-09-05T12:46:07.084Z","dine-in","Walk-in Guest","","","card","658","33","0","691","completed","Item (1) | Item (1) | Item (1)"
"51e59b3d-76f3-433e-8c14-42fa952ec008","100250","2026-09-05T12:38:45.417Z","dine-in","Walk-in Guest","","","cash","39","2","0","41","completed","Item (1)"
"816491c9-fef1-4c8e-bc2d-a396a8a5bbb8","100249","2026-09-05T12:31:39.867Z","dine-in","Walk-in Guest","","","cash","90","5","0","95","completed","Item (1)"
"1825dd5b-1174-4b42-92a8-fa36fc7bb383","100248","2026-09-05T11:55:13.275Z","dine-in","Walk-in Guest","","","upi","149","7","0","156","completed","Item (1)"
"5e4b09a4-8708-4059-950a-f5859fd1f605","100247","2026-09-05T11:48:16.397Z","dine-in","Walk-in Guest","","","cash","946","47","0","993","completed","Item (1) | Item (2) | Item (2) | Item (1)"
"637fb781-dc22-44ca-8dae-82333407f444","100246","2026-09-05T11:36:59.768Z","dine-in","Walk-in Guest","","","upi","658","33","0","691","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"95aac8fb-f931-4799-83c5-41b47fb24f1f","100245","2026-09-05T11:25:41.097Z","dine-in","Walk-in Guest","","","upi","636","32","0","668","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"9e041ee0-cd9b-45cc-b8c7-f6a0be5ac740","100244","2026-09-05T11:05:22.257Z","dine-in","Walk-in Guest","","","upi","59","3","0","62","completed","Item (1)"
"53e2ec6f-c31e-4ce0-ac50-8156b58a912b","100243","2026-09-05T11:03:21.786Z","dine-in","Walk-in Guest","","","cash","538","27","0","565","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"405b4701-46e7-4f12-af2a-a75aaa5d59ac","100242","2026-09-05T10:31:38.409Z","dine-in","Walk-in Guest","","","cash","78","4","0","82","completed","Item (2)"
"952c47b9-c849-4c40-b183-4d68c90cc4ae","100241","2026-09-05T09:31:18.949Z","dine-in","Walk-in Guest","","","cash","598","30","0","628","completed","Item (1) | Item (1)"
"1534d460-2516-4419-918b-9a4d3533feb9","100240","2026-09-05T08:34:00.436Z","dine-in","Walk-in Guest","","","upi","615","31","0","646","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"96bbe9f7-65b5-497e-9bfd-43b00d0466ec","100239","2026-09-05T07:58:50.399Z","dine-in","Walk-in Guest","","","split","199","10","0","209","completed","Item (1)"
"170ff30f-6d63-4def-8aba-4e083c5187c8","100238","2026-09-05T07:38:59.344Z","takeaway","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1)"
"2b35b60b-8a9e-45ec-b257-28f608dd79ca","100237","2026-09-05T07:12:55.044Z","dine-in","Walk-in Guest","","","split","433.29","22","0","455","completed","Item (1) | Item (1) | Item (1)"
"a3671682-99cd-4ca8-8743-bfc2b33acc1e","100236","2026-09-05T06:24:18.293Z","dine-in","Walk-in Guest","","","split","447","22","0","469","completed","Item (1) | Item (1) | Item (1)"
"373b1452-8ef1-45ff-8852-c11b9f69f1a0","100235","2026-09-04T17:01:06.880Z","takeaway","Walk-in Guest","","","card","289","14","0","303","completed","Item (1) | Item (1)"
"242912c7-cafc-4993-91aa-2dd4f2b0eaf5","100234","2026-09-04T16:39:14.527Z","dine-in","Walk-in Guest","","","complimentary","1241.29","62","0","1303","completed","Item (2) | Item (1) | Item (1) | Item (1) | Item (4) | Item (1)"
"181d92e2-0d34-439d-8685-7889861bfe41","100233","2026-09-04T16:16:53.798Z","dine-in","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"75c5f235-398b-40d5-ad95-06ad484a8e0d","100232","2026-09-04T16:12:44.655Z","dine-in","Walk-in Guest","","","upi","39","2","0","41","completed","Item (1)"
"f47d8c2f-e18d-43da-b59d-9fc5f822e4f0","100231","2026-09-04T15:56:31.579Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"1f5e6d60-545e-4649-9310-a834c9bd7ff1","100230","2026-09-04T15:55:48.536Z","dine-in","Walk-in Guest","","","cash","39","2","0","41","completed","Item (1)"
"82969861-90ef-4be1-86b3-ed350f7f530e","100229","2026-09-04T15:52:49.844Z","dine-in","Walk-in Guest","","","upi","90","5","0","95","completed","Item (1)"
"cb0ed5cd-75da-4113-9819-5906d7a21b9f","100228","2026-09-04T15:48:43.796Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"6a501f54-9558-413b-83bf-91ffbc95a806","100227","2026-09-04T15:43:12.451Z","dine-in","Walk-in Guest","","","cash","269","13","0","282","completed","Item (1) | Item (1)"
"b8fed9fc-1ce5-42b4-89ec-e96061f8bec1","100226","2026-09-04T15:34:28.307Z","dine-in","Walk-in Guest","","","cash","90","5","0","95","completed","Item (1)"
"74c26947-1afa-4600-84ad-855adffbfa26","100225","2026-09-04T15:25:21.084Z","dine-in","Walk-in Guest","","","cash","189","9","0","198","completed","Item (1) | Item (1)"
"7bb1813b-50e9-449b-a4f1-e50c549e834b","100224","2026-09-04T15:14:03.069Z","dine-in","Walk-in Guest","","","upi","1824","91","0","1915","completed","Item (1) | Item (1) | Item (2) | Item (1) | Item (2) | Item (1)"
"f4663edb-923e-4d2c-a46b-0adaa5c6bee6","100223","2026-09-04T15:05:00.190Z","dine-in","Walk-in Guest","","","upi","734","37","184","771","completed","Item (2) | Item (1) | Item (1) | Item (1)"
"b255b030-1e6a-45cb-b9ac-95905a66a203","100222","2026-09-04T14:24:43.164Z","dine-in","Walk-in Guest","","","upi","799","40","0","839","completed","Item (1)"
"b6c882e4-f40c-4ee0-abcf-f446e864c778","100221","2026-09-04T14:18:26.938Z","dine-in","Walk-in Guest","","","upi","711.29","36","0","747","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"cac025f6-d510-441a-9661-dd29b7e9de9f","100220","2026-09-04T14:16:41.475Z","dine-in","Walk-in Guest","","","upi","699","35","0","734","completed","Item (1)"
"aaa1b7b3-660a-47a2-b43c-cdd9f720422b","100219","2026-09-04T14:13:49.136Z","takeaway","Walk-in Guest","","","upi","719","36","0","755","completed","Item (1) | Item (1)"
"3739483a-6177-4db4-9cc9-ece3b430a16d","100218","2026-09-04T14:09:51.690Z","takeaway","Walk-in Guest","","","card","279","14","0","293","completed","Item (1)"
"f99abf4a-4493-455e-a352-2e9ce4555510","100217","2026-09-04T13:57:58.964Z","takeaway","Walk-in Guest","","","upi","449","22","0","471","completed","Item (1)"
"4f1301ae-c869-4e97-8b37-36a76878b263","100216","2026-09-04T13:49:09.450Z","takeaway","Walk-in Guest","","","upi","398","20","0","418","completed","Item (1) | Item (1)"
"ddca8a7b-1bc3-4d59-b769-19face29f9a7","100215","2026-09-04T13:30:53.832Z","dine-in","Walk-in Guest","","","upi","799","40","0","839","completed","Item (1)"
"5cfbb382-2406-443f-84a7-49dbf27e62b4","100214","2026-09-04T12:58:45.914Z","dine-in","Walk-in Guest","","","upi","240","12","0","252","completed","Item (1)"
"2141eb0f-ac31-4519-a405-a64851bd64f5","100213","2026-09-04T12:46:13.015Z","dine-in","Walk-in Guest","","","upi","568","28","0","596","completed","Item (1) | Item (1) | Item (1)"
"ccb76dde-bcaa-4c25-a0ac-9c57a92d51f0","100212","2026-09-04T12:38:02.204Z","dine-in","Walk-in Guest","","","upi","419","21","0","440","completed","Item (1) | Item (1) | Item (1)"
"77140c89-98db-4fc9-9dc5-a61692821ecf","100211","2026-09-04T11:44:49.864Z","dine-in","Walk-in Guest","","","upi","180","9","0","189","completed","Item (1)"
"f05c7ae9-d4b2-4081-a361-cef0d083a8fa","100210","2026-09-04T11:26:44.761Z","dine-in","Walk-in Guest","","","cash","548","27","0","575","completed","Item (1) | Item (1)"
"f1a3e951-6cb7-4215-bedd-ed956cab3d67","100209","2026-09-04T11:24:32.268Z","dine-in","Walk-in Guest","","","upi","408","20","0","428","completed","Item (1) | Item (1)"
"8a3f070a-8bcb-4680-ae47-3f9168d6c943","100208","2026-09-04T10:14:34.252Z","dine-in","Walk-in Guest","","","upi","339","17","0","356","completed","Item (1) | Item (1)"
"6a46ec3a-9ffa-4ed6-944b-6e01a6e81ac8","100207","2026-09-04T08:13:57.315Z","dine-in","Walk-in Guest","","","upi","479","24","0","503","completed","Item (1) | Item (1)"
"833166cd-c404-4fc9-baa6-557d5297e5bd","100206","2026-09-04T07:52:44.153Z","dine-in","Walk-in Guest","","","upi","348","17","0","365","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"801206ca-0875-4ea4-a9de-8c1195416262","100205","2026-09-04T07:45:54.508Z","dine-in","Walk-in Guest","","","split","398","20","0","418","completed","Item (1) | Item (1)"
"40a12d71-9d5f-4c55-9932-92ec3bd876b0","100204","2026-09-04T07:25:47.624Z","dine-in","Walk-in Guest","","","cash","217","11","0","228","completed","Item (1) | Item (2)"
"129a58d7-c4b3-46a9-aedc-a799878d40d3","100203","2026-09-04T07:07:25.401Z","dine-in","Walk-in Guest","","","cash","638","32","0","670","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"4a7b7c2c-a13b-4e87-8a0e-badc0dc26f7a","100202","2026-09-04T06:54:14.263Z","dine-in","Walk-in Guest","","","upi","240","12","0","252","completed","Item (1)"
"97e104fd-2a9b-4602-b591-b9d4c8dc896c","100201","2026-09-04T06:37:47.699Z","dine-in","Walk-in Guest","","","upi","138","7","0","145","completed","Item (1) | Item (1)"
"ce897a06-dbc6-4154-8bd6-8eed8b9feacc","100200","2026-09-04T06:23:09.312Z","dine-in","Walk-in Guest","","","card","506","25","0","531","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"c4f1087c-ae16-4ee4-9601-622fc6278c60","100199","2026-09-03T16:47:34.385Z","dine-in","Walk-in Guest","","","card","379","19","0","398","completed","Item (1) | Item (1)"
"79513b39-e7d2-453f-9f46-19003065a0ae","100198","2026-09-03T16:30:42.417Z","dine-in","Walk-in Guest","","","cash","369","18","0","387","completed","Item (1) | Item (1)"
"c1fd0379-8d38-431e-a034-e1f792156b8c","100197","2026-09-03T16:27:23.167Z","dine-in","Walk-in Guest","","","cash","700","35","0","735","completed","Item (1) | Item (1) | Item (1)"
"0be936b7-fb43-4a8e-8272-4ff7e36464af","100196","2026-09-03T16:10:03.972Z","dine-in","Walk-in Guest","","","split","1069","53","0","1122","completed","Item (1) | Item (1)"
"cd3713d4-a4de-47b4-a07c-8b091f098a62","100195","2026-09-03T15:43:41.781Z","dine-in","Walk-in Guest","","","cash","59","3","0","62","completed","Item (1)"
"ee51f7fe-0512-4407-a663-ea6b7df5153c","100194","2026-09-03T15:41:35.102Z","dine-in","Walk-in Guest","","","card","928","46","0","974","completed","Item (1) | Item (1) | Item (1)"
"dd520d92-28a8-4522-a326-98c5d92d931f","100193","2026-09-03T15:22:40.478Z","dine-in","Walk-in Guest","","","card","419","21","0","440","completed","Item (1) | Item (1)"
"d4fe7f45-275c-45cf-bf73-8d2af5427152","100192","2026-09-03T15:02:15.060Z","dine-in","Walk-in Guest","","","card","114.29","6","0","120","completed","Item (1)"
"07ed757c-7478-428c-807f-fe67478ac50a","100191","2026-09-03T15:00:49.739Z","dine-in","Walk-in Guest","","","card","547","27","0","574","completed","Item (1) | Item (1) | Item (1)"
"a2af8eb5-8b01-42ab-92e0-97cfa6545ec4","100190","2026-09-03T14:32:53.950Z","dine-in","Walk-in Guest","","","cash","808","40","0","848","completed","Item (1) | Item (1) | Item (1)"
"8644d508-b2be-4e5f-bac4-58c14a7752bb","100189","2026-09-03T13:54:59.147Z","dine-in","Walk-in Guest","","","cash","114.29","6","0","120","completed","Item (1)"
"25d96b57-bcd3-4021-bc6d-a6143a64bccf","100188","2026-09-03T13:52:58.159Z","takeaway","Walk-in Guest","","","cash","826","41","0","867","completed","Item (2) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"c8a46780-3f4c-41cf-9c8f-7aea1e8b6322","100187","2026-09-03T13:13:48.466Z","dine-in","Walk-in Guest","","","cash","160","8","0","168","completed","Item (1) | Item (1)"
"dd0f4ff4-784e-4169-9356-bf25abb72a48","100186","2026-09-03T12:58:56.727Z","dine-in","Walk-in Guest","","","upi","279","14","0","293","completed","Item (1) | Item (1)"
"e50c62b7-1c51-4859-8113-09b08d7a4e4f","100185","2026-09-03T11:31:53.048Z","dine-in","Walk-in Guest","","","upi","529","26","0","555","completed","Item (1) | Item (1)"
"0bda6364-2325-4b27-af08-79d9489189dc","100184","2026-09-03T09:35:55.377Z","dine-in","Walk-in Guest","","","cash","118","6","0","124","completed","Item (2)"
"0afdce4b-f0ec-40ca-b58a-29b50f01b4ac","100183","2026-09-03T09:01:44.197Z","dine-in","Walk-in Guest","","","cash","15","1","0","16","completed","Item (1)"
"dc0f3a10-eb42-4477-bbcd-87bb3f585329","100182","2026-09-03T09:00:50.962Z","dine-in","Walk-in Guest","","","card","656","33","0","689","completed","Item (2) | Item (1) | Item (2)"
"55034c4c-7970-44cf-91fa-625888183b8a","100181","2026-09-03T08:38:31.849Z","dine-in","Walk-in Guest","","","upi","159","8","40","167","completed","Item (1)"
"b8553353-3b05-430d-84b8-51689a64aaf7","100180","2026-09-03T08:14:37.012Z","dine-in","Walk-in Guest","","","upi","363.29","18","0","381","completed","Item (1) | Item (1)"
"b9420bac-7aba-47ce-b8a3-2d6046032cbc","100179","2026-09-02T16:57:00.798Z","dine-in","Walk-in Guest","","","upi","198","10","0","208","completed","Item (1) | Item (1)"
"663706e8-a8ea-40b3-957f-10827050870a","100178","2026-09-02T16:36:57.378Z","dine-in","Walk-in Guest","","","upi","357","18","0","375","completed","Rice Bowl (Signature) (Paneer) (1) | Hot Chocolate (1) | Coca Cola (Regular) (1)"
"f117738e-0bc4-4b54-b3cf-0942deecde66","100177","2026-09-02T16:28:35.670Z","dine-in","Walk-in Guest","","","split","318","16","80","334","completed","Item (2)"
"c6bf7e4a-2611-4400-b632-e5c2a05329b8","100176","2026-09-02T16:13:01.789Z","dine-in","Walk-in Guest","","","card","836","42","0","878","completed","Item (2) | Item (1) | Item (1) | Item (1)"
"34dcd3ed-9b82-488f-87c4-c7d867c8beb7","100175","2026-09-02T16:02:00.976Z","dine-in","Walk-in Guest","","","upi","280","14","0","294","completed","Item (1)"
"ce561c2e-8a66-444e-a7e3-6c8524ae9c39","100174","2026-09-02T16:00:13.100Z","dine-in","Walk-in Guest","","","upi","598","30","0","628","completed","Item (1) | Item (1)"
"d9c81654-226d-423d-a709-7447fab5d416","100173","2026-09-02T15:50:00.418Z","dine-in","Walk-in Guest","","","split","339","17","0","356","completed","Item (1) | Item (1)"
"70541113-ad03-49ff-816e-685774419cff","100172","2026-09-02T15:46:09.739Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"89739e5c-cb1b-4562-a86d-de476522cc30","100171","2026-09-02T15:41:58.148Z","dine-in","Walk-in Guest","","","upi","857","43","0","900","completed","Item (2) | Item (1)"
"dc4a65b6-0b53-4a81-b2bd-f9883f41a585","100170","2026-09-02T15:37:44.638Z","dine-in","Walk-in Guest","","","upi","648","32","0","680","completed","Item (1) | Item (1)"
"658b49de-5522-46f3-a3ec-e2af38f7b232","100169","2026-09-02T15:23:58.129Z","dine-in","Walk-in Guest","","","upi","739","37","0","776","completed","Item (1) | Item (1) | Item (1)"
"22889e51-8350-4f28-8bf7-3e546300c9fd","100168","2026-09-02T15:16:53.408Z","dine-in","Walk-in Guest","","","upi","257","13","0","270","completed","Item (1) | Item (2)"
"fc811818-64c6-4b40-b762-838b7eb408a8","100167","2026-09-02T15:14:05.594Z","dine-in","Walk-in Guest","","","cash","199","10","0","209","completed","Item (1)"
"77a0ba81-d246-4670-899a-3f4dfb571e19","100166","2026-09-02T15:04:05.683Z","dine-in","Walk-in Guest","","","split","198","10","0","208","completed","Item (2)"
"ad1f9df7-bd66-451d-b0a5-48eca8e24e0a","100165","2026-09-02T14:40:51.827Z","dine-in","Walk-in Guest","","","cash","459","23","0","482","completed","Item (1) | Item (1)"
"ce45c56a-e223-4abd-bd2f-9a1fa238dbcc","100164","2026-09-02T14:34:37.608Z","dine-in","Walk-in Guest","","","split","1156","58","0","1214","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (2)"
"f55ab69c-d701-4d57-af9d-db64edbc5ddb","100163","2026-09-02T14:25:36.410Z","dine-in","Walk-in Guest","","","upi","114.29","6","0","120","completed","Item (1)"
"af25d82d-d0fa-42fc-897c-2281b883768f","100162","2026-09-02T14:21:10.388Z","dine-in","Walk-in Guest","","","cash","59","3","0","62","completed","Item (1)"
"2cad18f6-b999-44f5-8d0d-c1ade1f02fc3","100161","2026-09-02T14:14:48.824Z","dine-in","Walk-in Guest","","","cash","199","10","0","209","completed","Item (1)"
"cd37b7f2-9b76-4410-8664-5d669d463772","100160","2026-09-02T14:11:53.166Z","dine-in","Walk-in Guest","","","card","548","27","0","575","completed","Item (1) | Item (1)"
"f37600fb-6073-4f3a-994c-f7d1a0c0e2c3","100159","2026-09-02T14:08:09.239Z","dine-in","Walk-in Guest","","","upi","394","20","0","414","completed","Item (1) | Item (3)"
"f095d816-0ca8-43bc-92e3-27c903d3c025","100158","2026-09-02T14:06:41.038Z","dine-in","Walk-in Guest","","","split","349","17","0","366","completed","Item (1)"
"83366b96-4edc-4763-a143-2d4020b36bfc","100157","2026-09-02T14:04:32.887Z","dine-in","Walk-in Guest","","","upi","349","17","0","366","completed","Item (1)"
"d99468d4-39e8-4fde-a74f-cff0edb423aa","100156","2026-09-02T13:56:31.222Z","dine-in","Walk-in Guest","","","split","796","40","0","836","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"9d386050-d4bd-435f-9fc5-570ca0d18f4d","100155","2026-09-02T13:52:33.129Z","dine-in","Walk-in Guest","","","cash","269","13","0","282","completed","Item (1) | Item (1)"
"9f9d63ac-5765-486b-941e-6f3599eceeb5","100154","2026-09-02T13:51:00.679Z","dine-in","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"34d22d73-df16-4cff-8eee-47ba643f8034","100153","2026-09-02T13:43:44.795Z","dine-in","Walk-in Guest","","","cash","379","19","0","398","completed","Item (1) | Item (2)"
"ba8460a6-9392-4dd7-a451-22cf78cc6189","100152","2026-09-02T13:41:49.623Z","dine-in","Walk-in Guest","","","upi","499","25","0","524","completed","Item (1) | Item (1)"
"e4289268-e0db-4fdb-b974-63fb58b04fdb","100151","2026-09-02T13:37:51.859Z","dine-in","Walk-in Guest","","","upi","349","17","0","366","completed","Item (1)"
"27efb74a-c0cb-44d9-8f5a-47bf6b0bdfb7","100150","2026-09-02T13:37:08.316Z","dine-in","Walk-in Guest","","","upi","30","2","0","32","completed","Item (2)"
"145f698c-b805-4ff1-b768-9014d01634c6","100149","2026-09-02T13:27:00.871Z","dine-in","Walk-in Guest","","","card","1256","63","0","1319","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (1) | Item (1)"
"a499141e-4acb-41ab-88ad-90c3676c175f","100148","2026-09-02T13:23:55.836Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1)"
"f5bb6a3b-0501-49e1-9e47-70a16cb58645","100147","2026-09-02T13:12:46.852Z","dine-in","Walk-in Guest","","","upi","194","10","0","204","completed","Item (1) | Item (3)"
"57cb31e3-a9ac-47b0-bd82-63d7a964a758","100146","2026-09-02T13:10:16.164Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (2)"
"62148f9f-074e-49e1-ac69-119a25a673f6","100145","2026-09-02T13:09:29.220Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (2)"
"64d6c823-4a91-4efc-8375-3053da55a33b","100144","2026-09-02T12:54:46.283Z","dine-in","Walk-in Guest","","","upi","548","27","0","575","completed","Item (1) | Item (1)"
"eb817741-3e48-46a8-9300-07d63b3c0a21","100143","2026-09-02T12:53:07.088Z","dine-in","Walk-in Guest","","","upi","563","28","0","591","completed","Item (1) | Item (1) | Item (1)"
"0b904a3f-b24c-414a-9eae-9770b78acc04","100142","2026-09-02T12:45:41.628Z","dine-in","Walk-in Guest","","","upi","1077","54","0","1131","completed","Item (2) | Item (1)"
"78f11465-2363-4210-a4fc-02696eab081c","100141","2026-09-02T12:44:12.547Z","dine-in","Walk-in Guest","","","split","249","12","0","261","completed","Item (1)"
"bde5e726-0214-4aba-b695-3deef9a7f3e2","100140","2026-09-02T12:41:15.119Z","dine-in","Walk-in Guest","","","split","1128","56","0","1184","completed","Item (2) | Item (1) | Item (1)"
"0e76cacb-d0db-43a9-b5d3-2a92b2fc6d56","100139","2026-09-02T12:34:47.709Z","dine-in","Walk-in Guest","","","cash","379","19","0","398","completed","Item (1) | Item (2)"
"52421f83-3f96-4cf3-8c7e-43b3e860f373","100138","2026-09-02T12:24:37.310Z","dine-in","Walk-in Guest","","","upi","15","1","0","16","completed","Item (1)"
"3e83c31f-579c-4519-be11-924d31cc8f52","100137","2026-09-02T12:13:32.385Z","dine-in","Walk-in Guest","","","split","199","10","0","209","completed","Item (1)"
"e3433edc-38e2-4add-8115-7d232de33c78","100136","2026-09-02T12:11:06.150Z","dine-in","Walk-in Guest","","","cash","463","23","0","486","completed","Item (1) | Item (1) | Item (1)"
"81f8ad9d-64ca-4c44-827c-61c634ede632","100135","2026-09-02T12:07:51.782Z","takeaway","Walk-in Guest","","","upi","199","10","0","209","completed","Item (1)"
"b2d5eb35-fc84-418d-965f-c671f7ea696c","100134","2026-09-02T11:57:36.657Z","dine-in","Walk-in Guest","","","upi","240","12","0","252","completed","Item (2)"
"d3989833-6d0e-4b8e-8542-2b2360f4862f","100133","2026-09-02T11:55:00.340Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (2)"
"b447aa21-c75f-4e9c-94a6-2f3464e1df9b","100132","2026-09-02T11:47:56.641Z","dine-in","Walk-in Guest","","","upi","30","2","0","32","completed","Item (2)"
"1f2d7177-457c-4eed-8a9b-4805b9465096","100131","2026-09-02T11:46:55.692Z","dine-in","Walk-in Guest","","","split","349","17","0","366","completed","Item (1)"
"477623ac-0241-4ea0-b4f2-c1c4ddcf8ace","100130","2026-09-02T11:43:42.058Z","takeaway","Walk-in Guest","","","upi","364","18","0","382","completed","Item (1) | Item (1)"
"73a131bb-432d-451e-8c4f-5627b4d0b74c","100129","2026-09-02T11:42:07.801Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (2)"
"d3c369e0-c67c-47a3-a405-ab93ddee164a","100128","2026-09-02T11:39:23.099Z","dine-in","Walk-in Guest","","","upi","140","7","0","147","completed","Item (1)"
"dc0c1de5-aa5a-4148-901b-f799b6c2f2bd","100127","2026-09-02T11:37:38.903Z","dine-in","Walk-in Guest","","","upi","1196","60","0","1256","completed","Item (1) | Item (1) | Item (2)"
"50bdc2d0-ff54-4a50-b95e-8942f57d03ea","100126","2026-09-02T11:25:01.856Z","takeaway","Walk-in Guest","","","upi","548","27","0","575","completed","Item (1) | Item (1)"
"b52d500a-5de4-461a-b86d-900c1e8130a2","100125","2026-09-02T11:01:41.163Z","dine-in","Walk-in Guest","","","upi","378","19","0","397","completed","Item (1) | Item (1) | Item (1) | Item (1)"
"6a0e619d-6549-45f0-a3c4-e1e0b044586f","100124","2026-09-02T10:56:18.573Z","dine-in","Walk-in Guest","","","upi","379","19","0","398","completed","Item (1) | Item (2)"
"e615c8ca-b264-48fb-8996-457871db23b1","100123","2026-09-02T10:40:29.929Z","dine-in","Walk-in Guest","","","upi","806","40","0","846","completed","Item (1) | Item (1) | Item (1) | Item (1) | Item (2)"
"82e6e0af-17d4-4d28-8187-94dae4aab82e","100122","2026-09-02T10:32:31.361Z","dine-in","Walk-in Guest","","","upi","39","2","0","41","completed","Item (1)"
"dcffb706-c624-42d2-b150-31365094f16b","100121","2026-09-02T10:28:22.620Z","dine-in","Walk-in Guest","","","split","1299","65","0","1364","completed","Item (1)"
"0db7170a-ddd9-43d4-b565-f96ab165870c","100120","2026-09-02T10:25:42.660Z","dine-in","Walk-in Guest","","","upi","140","7","0","147","completed","Item (1)"
"172014ed-0d26-4fa1-980d-25db61e7e488","100119","2026-09-02T10:22:36.155Z","dine-in","Walk-in Guest","","","upi","1356","68","0","1424","completed","Item (4) | Item (4) | Item (3) | Item (1)"
"8fb67c7d-7b8f-4995-8180-946d0176847c","100118","2026-09-02T09:47:13.872Z","dine-in","Walk-in Guest","","","split","1514","76","0","1590","completed","Item (4) | Item (2) | Item (2) | Item (2) | Item (2)"
"6e756d31-d00c-43a0-bfb3-12057f998aad","100117","2026-09-02T09:45:10.081Z","dine-in","Walk-in Guest","","","upi","597","30","0","627","completed","Item (2) | Item (1)"
"8b605f66-9dc8-4880-8e9d-fe6e2dcc2614","100116","2026-09-02T09:42:29.089Z","takeaway","Walk-in Guest","","","upi","394","20","0","414","completed","Item (1) | Item (3)"
"bc40a26e-6db1-4174-841e-0a3f77453a34","100115","2026-09-02T09:40:55.767Z","dine-in","Walk-in Guest","","","upi","2134","107","0","2241","completed","Item (1) | Item (6) | Item (4) | Item (1)"
"cc77d691-9801-48e8-9de8-d163b84403c1","100114","2026-09-02T09:31:35.653Z","dine-in","Walk-in Guest","","","cash","298","15","0","313","completed","Item (1) | Item (1)"
"5f768d5d-76b0-43a3-b431-1485e55147a9","100113","2026-09-02T09:30:28.268Z","dine-in","Walk-in Guest","","","cash","379","19","0","398","completed","Item (1)"
